,SMAPE,MASE,OWA,MAE,RMSE
Q2905,46.63130422713617,8.381436264677934,15.779963711762653,3947.556701660156,3984.06710838462
Q2906,57.48855815964469,7.511276637191257,4.736017732186215,3570.539001464844,3608.560216333773
Q2907,74.5382795405521,15.036832426733916,10.964180590611186,6145.052185058594,6170.331778852825
Q2908,64.15954703603946,11.55485055009038,12.443544237479,5564.8985595703125,5612.962106155436
Q2909,57.58889066932858,11.01546420864534,8.628477053298072,1850.8602600097656,1870.9063021170705
Q2910,69.87760443936487,4.461524368498345,6.410648729160522,3551.6920776367188,3607.2562000100847
Q2911,14.41673281291643,0.9773798483283244,1.4334375572385738,619.47265625,775.9346428736743
Q2912,59.74520452968653,11.518063625796996,12.372371257556264,2979.8876037597656,3050.078852356802
Q2913,74.95589456498615,10.301036038661442,9.305931860139133,1028.3867645263672,1052.8562706386897
Q2914,60.49483633430697,8.408860325168918,11.924128733266482,5444.737060546875,5517.914011863132
Q2915,117.67447046385936,5.804729913990791,10.844492799159134,2115.547637939453,2129.0396258353253
Q2916,49.198756354473055,7.524545384593443,8.0144543592109,1521.1226806640625,1542.9251606134385
Q2917,55.82064878030521,2.539584780989768,2.433537389197601,5375.031188964844,5947.722911272334
Q2918,5.967042828062224,0.3678822227865537,0.7547370869421579,208.2710021972656,316.87207895172963
Q2919,65.4960702471309,14.00139524034206,14.38195252427466,5156.05810546875,5183.393450138265
Q2920,88.59326546650507,10.355278736247593,6.707879926896156,2892.924072265625,2909.26956562276
Q2921,44.78010289015201,13.360457742153274,4.923131704419143,4269.556945800781,4360.113157138024
Q2922,59.78488231449851,10.959405694699756,3.7195251306264487,4990.443664550781,5141.206726037415
Q2923,67.57770910107894,12.720496019515782,14.825289599926847,4675.989929199219,4690.823584893434
Q2924,15.59134936683953,0.5525901419008842,0.8510947062360175,638.6077880859375,757.7351110979176
Q2925,30.06334313655158,1.916893471093193,2.425020924068481,1646.3767700195312,1760.4573529381228
Q2926,68.08808343767176,14.960544460422392,11.994013711237097,966.7731079101562,972.5810051400892
Q2927,34.268785816600754,5.0607234785836575,223.38966127098865,3053.99169921875,3054.094070580184
Q2928,30.0997357811482,5.010546156939338,2.174202911237364,1764.4280395507812,1885.0302967444784
Q2929,36.01426801493023,14.501024033041562,21.18538757648169,3219.8192138671875,3226.276653268775
Q2930,21.88573222768445,3.942798610535197,13.736289505437664,1857.138610839844,1861.8511251393772
Q2931,26.926962006020972,11.591150729201482,9.224365886348084,2654.136962890625,2682.8917605994893
Q2932,20.23786684953818,10.15215674528398,14.53567462766675,2049.1326904296875,2055.860996605148
Q2933,29.92002917234468,12.284919846410965,9.116298129968392,3125.0816650390625,3163.981626424022
Q2934,33.53136577555049,10.86205463806237,13.5311937872418,2830.6776123046875,2834.8527323072817
Q2935,4.734782135628207,1.814146489452448,1.554339605932257,441.4058837890625,547.3232666860047
Q2936,31.97593958419309,14.565406794015589,33.54407351161126,2994.8259887695312,2997.2477859518
Q2937,18.5752827448593,6.129023400101723,9.541234110595331,1910.974609375,1934.9315113323164
Q2938,31.857722919466536,8.984754986102764,20.535938184298256,2614.9660034179688,2615.8597415449244
Q2939,39.572833539781385,13.397652228860297,26.628544151178737,3399.404296875,3400.902141973172
Q2940,33.67174679526065,10.163300494127276,13.721424659132936,3218.1256713867188,3230.1209777404524
Q2941,45.095642225368,16.919968068677324,34.499561235636406,4072.156494140625,4073.608094108536
Q2942,17.44365220798953,3.718303800884046,8.35427406687517,1668.308837890625,1678.612798431201
Q2943,25.13285522720207,8.403951851414678,6.986889564442711,2220.775634765625,2231.0061025881223
